GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"67.445,125.74425384782535",#,#,#,"2.9100000000000006,10.89","31.624000000000002,64.87766687502697","-0.506,1.5015",#,"23.4,48.4",#,"-1.6109999999999998,4.611","80.5,119.5","-1.6755,1.8755000000000002","-1.5550000000000002,6.421","-0.7239999999999998,5.1240000000000006","-2.0100000000000007,10.016028895188757",#,"-0.719,0.9189999999999999","-0.22566539335211522,1.7355",1.0,0.7631229607539922,0.9473684210526315,1,87.66722028689817,49988,49101,0.6842105263157895,0.000890140919925933,18,19
#,"2.318532903894063,36.87359129449017",#,"-0.38499999999999956,2.585",#,"20.588,39.57077567240506","-0.8394999999999999,0.6990000000000001","-0.2974999999999999,2.4975",#,"-1.8479999999999999,1.7934999999999999","-1.383,4.966","58.701277486113476,88.2",#,#,#,#,"-0.22500000000000003,0.4939886085315348","-0.6555,1.2555",#,0.0,0.17185520846396685,0.703125,1,74.32546806577844,49955,49114,0.5263157894736842,0.0007546736431414512,45,64
#,#,#,#,#,"30.335999999999995,50.263999999999996","-0.16349999999999998,1.3731214630740838",#,#,#,#,#,#,#,"1.048,9.961302154740732",#,#,#,#,1.0,0.1135945724291903,0.6472491909385113,1,71.68479181773395,49995,49119,0.15789473684210525,0.0007380817737424064,400,618
"56.57,103.43",#,"14.05,24.515963511928007",#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-1.1260000000000001,1.526","0.683,3.7170000000000005",1.0,0.6903615309097401,0.9285714285714286,1,85.47988352363139,49994,49123,0.21052631578947367,0.0008679315017161361,52,56
"52.125,63.010000000000005",#,#,#,"-0.21500000000000075,10.615000000000002","33.33721539987826,64.852",#,#,#,#,#,"27.599999999999998,82.60000000000001",#,"0.44499999999999984,7.423832166483161","5.164,8.836",#,"0.175,0.825",#,#,0.0,1.0,1.0,1,70.032,49968,49126,0.3684210526315789,0.000711079337296718,7,7
#,"16.854,39.546",#,#,#,#,#,#,#,#,#,"80.5,119.5",#,#,"-0.964,6.888",#,#,#,#,1,0.29103830456733704,0.78125,1,70.52267831159352,49992,49131,0.15789473684210525,0.0007706948582913832,50,64
#,#,#,#,#,#,"-0.713,0.713",#,"-0.09999999999999964,30.9",#,#,#,"1.2220000000000002,3.9779999999999998",#,"1.048,9.961302154740732",#,"0.6323707698654271,1.325","-0.6944999999999999,1.8385",#,1.0,0.5228874093707979,0.8783783783783784,1,83.68700790543807,49994,49140,0.3157894736842105,0.0008497272978316212,65,74
#,#,#,"0.3805000000000005,6.419499999999999",#,#,#,#,#,#,#,#,#,"-1.381454703240617,8.033000000000001","7.241589399745579,11.272",#,#,"-0.6944999999999999,1.6284999999999998",#,1.0,1.0,1.0,1,84.99031528156054,49994,49142,0.21052631578947367,0.0008629606046814484,23,23
#,#,#,#,#,#,#,"-2.0475,2.8925",#,#,#,#,#,"-1.381454703240617,8.033000000000001","7.241589399745579,11.272","-3.122,4.82",#,"-0.7284999999999999,1.6284999999999998",#,1.0,1.0,1.0,1,85.19490216928912,49994,49142,0.2631578947368421,0.0008650379051804437,29,29
"-12.14,48.975",#,#,#,"-1.4000000000000004,12.030000000000001","20.588,49.34400000000001",#,#,#,"-2.0565,3.2565000000000004","-1.383,1.983",#,#,#,"-1.0490313299543494,2.736","0.575,3.4269999999999996","-0.03585224236025819,0.625",#,"-0.8325000000000002,1.2535",0.0,0.12669967319610118,0.6615384615384615,1,82.17405696760137,49989,49147,0.47368421052631576,0.0008343653468629303,43,65
#,"25.367000000000004,44.033",#,#,#,"34.952,59.957578426489476",#,"-1.8499999999999999,2.05",#,#,#,#,#,"4.367,8.033000000000001",#,"-3.122,8.768",#,#,#,1.0,0.6903615309097401,0.9285714285714286,1,72.41486128211494,49994,49151,0.2631578947368421,0.0007352740400234187,39,42
#,"31.161,43.239000000000004",#,#,#,#,"-0.567,1.8191639963198587","-1.7525000000000002,1.8849999999999998","-28.500000000000004,15.0",#,"-0.9050000000000002,7.741999999999999",#,"3.7894999999999994,3.9779999999999998","3.7159999999999997,10.484","3.4719999999999995,11.272",#,#,#,#,1.0,0.1,1.0,1,54.07925272576,49153,49153,0.42105263157894735,0.0005491009708381191,0,0
#,#,#,#,"9.55,23.130000000000003",#,#,"-1.105,1.0075",#,#,#,#,#,#,#,#,#,"0.11750000000000005,1.6284999999999998",#,1.0,0.6771870800781251,0.925,1,90.11898353497111,49994,49159,0.15789473684210525,0.0009150352280371986,37,40
#,#,#,#,"9.07,19.05",#,"-0.7244999999999999,0.7244999999999999",#,"-18.5,18.5",#,"0.2320000000000002,7.168",#,"3.7894999999999994,6.8105",#,#,"-3.122,4.82","-0.11250000000000004,1.125",#,"1.3415,2.8585000000000003",1.0,0.1,1.0,1,56.80988206383104,49159,49159,0.42105263157894735,0.0005768267833255324,0,0
"55.025,86.975",#,"-1.0500000000000007,11.825000000000001",#,#,"41.56,61.19200000000001",#,#,#,#,"0.8701082186012892,4.487","7.8181943664968045,120.4",#,"-0.8270000000000002,2.875","0.21999999999999975,4.98","-2.627,6.768",#,#,#,1.0,0.2994492622121735,0.7857142857142857,1,72.97350381009639,49995,49162,0.42105263157894735,0.0007688015290692748,143,182
#,#,"-3.0250000000000004,17.650000000000002",#,#,"41.56,50.263999999999996",#,#,#,#,#,#,"-0.8045000000000001,2.0045",#,"1.1180986389324383,2.768",#,"-0.31250000000000006,0.9125000000000001","-0.524,0.724",#,1.0,0.07224740599782421,0.5912408759124088,1,70.7500944631058,49988,49162,0.3157894736842105,0.0006898137485870619,81,137
"52.125,63.010000000000005",#,#,#,#,"33.33721539987826,64.852","-0.5175,0.69",#,"-31.5,31.5",#,#,"27.599999999999998,82.60000000000001","0.22449999999999992,3.7755",#,"5.164,8.836",#,#,"-0.41400000000000003,1.6139999999999999",#,0.0,0.46266436603796024,0.8571428571428571,1,71.952,49968,49165,0.42105263157894735,0.0007305743157010146,6,7
"72.06,91.94",#,"-3.0250000000000004,17.650000000000002",#,#,"41.56,50.263999999999996",#,#,#,#,#,#,"-0.8045000000000001,2.0045",#,"1.1180986389324383,2.768",#,"-0.31250000000000006,0.9125000000000001","-0.524,0.724",#,1.0,0.3137972914145376,0.7931034482758621,1,79.40709790863971,49988,49168,0.3684210526315789,0.0008062706556649979,23,29
"-12.14,37.31899423524918",#,"-3.9625000000000004,8.9625",#,#,#,"-0.21399999999999997,0.614",#,#,#,#,#,"-0.589,0.7889999999999999","-2.5372626993861935,3.9430000000000005",#,#,#,"-1.4235,0.9019999999999999",#,0.0,0.22190066239999998,0.74,1,76.91842709171429,49962,49171,0.3157894736842105,0.0007810016015861623,37,50
#,"21.329,34.871",#,"1.7805000000000004,7.8195","1.125,13.475",#,#,"3.5649999999999995,6.035",#,"0.4129999999999998,5.186999999999999",#,"51.0,117.0",#,#,#,"-0.8980000000000001,6.098000000000001",#,#,#,0,0.0007211993883891124,0.23529411764705882,1,58.20881557504,49884,49172,0.3684210526315789,0.0005910310430078581,4,17
#,"21.329,34.871",#,#,"6.0746599957959875,13.475",#,#,"3.5649999999999995,6.035",#,#,#,#,#,#,#,#,#,"-1.1624999999999999,1.7625",#,0,0.000541922809869769,0.2222222222222222,1,58.126352202956795,49884,49172,0.21052631578947367,0.0005901937400610313,4,18
#,"25.367000000000004,44.033","14.05,24.515963511928007",#,#,#,"-0.7244999999999999,0.7244999999999999","-1.5125000000000002,2.05",#,#,#,#,#,"4.367,8.033000000000001",#,"-3.122,8.768",#,#,#,1.0,0.46266436603796024,0.8571428571428571,1,78.6160613376,49994,49175,0.3157894736842105,0.0007982387593788374,12,14
#,#,#,#,#,"34.952,59.957578426489476",#,"-1.8499999999999999,1.255743036480679",#,"0.09799999999999986,4.102",#,#,#,#,#,"0.46099999999999985,7.138999999999999",#,"-0.7284999999999999,2.9478490097830248",#,1.0,0.1435222941190044,0.6782407407407407,1,81.31004096325344,49994,49176,0.2631578947368421,0.0008238410460941618,293,432
#,"21.329,34.871",#,"2.5170000000000003,5.883",#,#,#,"-1.551380737486241,1.0075",#,"0.9904999999999997,6.8870000000000005","-1.3619999999999999,6.60405388870659","55.599999999999994,90.6","1.2690000000000001,3.9779999999999998","2.4090000000000003,4.968231754524757",#,#,#,#,#,1.0,0.7451255881477955,0.9428571428571428,1,80.07229695035211,49992,49182,0.42105263157894735,0.0008130248436612176,33,35
"61.41,97.75",#,#,#,#,"30.335999999999995,50.263999999999996","-0.011909539262471569,1.3731214630740838",#,#,#,#,#,"0.6317327316333367,3.9779999999999998",#,"1.048,9.961302154740732",#,"0.6913475774601663,1.0625",#,#,1.0,0.5821262541771084,0.8974358974358975,1,82.67541276939936,49988,49182,0.3157894736842105,0.0008183247262679355,70,78
"67.445,86.975",#,"-0.8250000000000002,26.475","3.365500000000001,6.4345",#,#,#,#,#,#,#,#,#,#,#,#,#,"-0.12150000000000005,1.3215","2.083,5.117",1.0,0.3173112237881989,0.7948717948717948,1,83.0800299343639,49994,49188,0.2631578947368421,0.0008435642653118429,31,39
#,#,#,#,#,#,"-0.31399999999999995,0.514",#,#,#,"-0.7109999999999999,7.168",#,#,#,#,#,"1.2375,2.7375","-1.343,1.5430000000000001","1.0825,4.876",1.0,0.5792642820741052,0.896551724137931,1,86.12987805012412,49936,49190,0.2631578947368421,0.0008745313086207647,26,29
#,#,#,#,#,"28.195999999999998,46.004000000000005",#,#,#,#,#,"47.400000000000006,120.4",#,"-1.5550000000000002,2.963",#,#,"1.2375,3.8370566715090533",#,#,1.0,0.48045708347045346,0.8636363636363636,1,86.65491316667632,49936,49190,0.21052631578947367,0.0008798623233388286,19,22
"67.445,86.975",#,#,"0.7290000000000005,6.471","12.684999999999999,19.715",#,#,#,"10.100000000000001,44.1","0.9904999999999997,4.6095",#,#,#,"0.2370000000000001,2.963",#,#,#,#,"2.083,5.117",1.0,1.0,1.0,1,83.0,49423,49191,0.3684210526315789,0.0008427516706024045,1,1
#,"25.546,39.454",#,#,#,#,#,"-1.5125000000000002,2.8925",#,#,"-0.7109999999999999,5.510999999999999",#,#,#,#,"-5.844206302539304,6.768","1.2375,3.8370566715090533",#,#,1.0,0.21720617794361205,0.7368421052631579,1,84.92948445727949,49868,49191,0.2631578947368421,0.0008623429507201595,14,19
"-12.14,37.31899423524918",#,"-3.9625000000000004,8.9625",#,#,#,#,"-1.7525000000000002,4.09","-20.0,40.0",#,#,#,"-0.589,0.7889999999999999","-2.5372626993861935,3.9430000000000005",#,"-1.602,2.0020000000000002",#,#,"0.47999999999999987,2.12",0.0,0.1800134415442498,0.7096774193548387,1,80.6382024646085,49921,49192,0.42105263157894735,0.0008187708414629367,22,31
"68.97118345279934,118.89330680598417","-3.0760000000000005,41.344",#,"2.0775,7.522499999999999",#,#,#,#,#,#,#,"80.5,119.5",#,"-1.5550000000000002,6.421","-0.7239999999999998,5.1240000000000006",#,#,#,#,1.0,0.3666478320532007,0.8181818181818182,1,78.77841708856783,49988,49194,0.3157894736842105,0.0007998872603470308,36,44
"41.15,125.74425384782535",#,#,#,#,"31.624000000000002,64.87766687502697",#,#,#,"-0.6935,1.6935",#,#,"-1.6755,1.8755000000000002","-1.5550000000000002,6.421",#,#,#,"-0.719,0.9189999999999999",#,1.0,0.08397773921270628,0.6093023255813953,1,68.01648394625488,49995,49194,0.3157894736842105,0.0007025141901810609,262,430
"26.215,73.785",#,"12.162499999999998,27.837500000000002",#,"5.5600000000000005,19.240000000000002",#,#,#,"-25.0,25.0","3.4219999999999997,5.578","4.57,7.629999999999999","38.900000000000006,108.9",#,#,#,"0.357,3.643",#,"1.2225000000000001,2.9775",#,0.0,0.03125,0.5,1,44.0,49978,49207,0.47368421052631576,0.0004467599217651301,1,2
"67.445,86.975",#,"-0.8250000000000002,26.475",#,"1.884999999999999,12.715","41.588,53.937304468721905","-0.3105,0.3105",#,#,#,#,#,"-0.625,2.025",#,#,#,#,#,#,1.0,0.3184760948686285,0.7954545454545454,1,84.942898852242,49988,49208,0.3157894736842105,0.0008624791555847954,105,132
"61.41,97.75",#,#,#,#,"36.864,48.736",#,"-1.551380737486241,1.0075",#,"0.9904999999999997,6.8870000000000005","-1.3619999999999999,6.60405388870659",#,"0.6317327316333367,3.9779999999999998",#,#,#,#,#,#,1.0,0.4665719820587578,0.8585858585858586,1,78.72957601126643,49992,49208,0.3157894736842105,0.0007993913458953468,85,99
#,"27.628999999999998,41.171",#,"2.6655000000000006,5.7345",#,#,#,#,"7.100000000000001,57.1",#,"-2.2190000000000003,8.519",#,#,"4.367,8.033000000000001","7.328000000000001,10.296850728889213",#,"-0.11250000000000004,1.6875","0.11750000000000005,1.6284999999999998",#,1.0,1.0,1.0,1,83.8,49894,49220,0.42105263157894735,0.0008508745782708614,5,5
#,"16.854,39.546","0.46249999999999947,16.137500000000003",#,#,"39.56399999999999,64.87766687502697",#,#,#,#,#,#,"1.2220000000000002,1.7925","0.40507264868031817,2.963",#,"-3.3219999999999996,4.521999999999999",#,#,"-0.8020514343893109,1.7355",1,0.3540925979614258,0.8125,1,83.75330275448313,49995,49226,0.3684210526315789,0.0008504004315037304,26,32
"66.09,115.44387410932532",#,#,#,#,#,"-0.567,1.8191639963198587",#,#,#,#,#,"-0.5924999999999999,3.9779999999999998","2.4090000000000003,3.745","-0.964,5.564",#,#,#,#,1.0,0.31792832049740294,0.7951807228915663,1,76.15456572982664,49972,49226,0.2631578947368421,0.0007732456324435184,66,83
"51.025,115.44387410932532",#,"0.0625,13.675",#,#,"39.56399999999999,46.136","-0.567,1.8191639963198587",#,#,#,"-1.3619999999999999,4.962",#,"1.2220000000000002,3.9779999999999998","0.40507264868031817,3.745",#,"-3.3219999999999996,4.521999999999999",#,#,"0.6184999999999999,2.3815",1,0.3276800000000001,0.8,1,91.01761943978207,49995,49229,0.47368421052631576,0.0009241596486401232,24,30
#,#,#,#,#,"38.512417573693945,53.937304468721905",#,"-1.2025,1.3325","45.15255841499342,68.5",#,#,"50.599999999999994,89.6",#,#,"-2.4520000000000004,6.252000000000001","-2.664755781935898,2.72","-0.5379022019461458,1.35","-1.2455,1.4675",#,1,1.0,1.0,1,67.5344,49981,49236,0.42105263157894735,0.0006857196195557956,8,8
#,"6.404999999999999,30.195","-0.8250000000000002,28.425",#,#,"41.588,53.937304468721905",#,"-1.2025,1.3325",#,#,#,#,"-0.8310000000000001,2.031",#,"-3.1439999999999992,4.744","-2.664755781935898,2.72",#,"-1.2455,1.4675",#,1.0,0.1184768467693566,0.6527196652719666,1,71.84163808553862,49988,49236,0.42105263157894735,0.0007036676674325538,156,239
"42.795,124.65406965562099","-5.597,15.997","2.7750000000000004,11.025","-0.7304999999999999,3.1304999999999996","-4.044999999999999,2.9471728045373764",#,"-0.48299999999999993,0.23709355265353727","-0.6387356545250001,3.7619710589313056","-34.19671495435826,31.83087083200925",#,#,"-21.703164198004583,58.4","-0.23949999999999994,1.1374865292756704",#,#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,1.0,1.0,2,52.6,49977,49237,0.631578947368421,0.0010681623584020837,6,6
"53.09,82.91","-5.597,14.59368179694877","2.7750000000000004,11.025",#,"-4.044999999999999,9.445","52.343999999999994,76.36665771159676",#,#,#,#,#,"-21.703164198004583,58.4","0.21350000000000002,2.3865","-0.7020000000000004,5.502000000000001",#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,1.0,1.0,1,51.0,49977,49237,0.5263157894736842,0.0005178353638641281,5,5
#,#,"-7.625000000000002,10.8125",#,#,#,#,"0.8300000000000001,5.6919484006662255","-34.19671495435826,31.83087083200925",#,#,#,"-1.561,2.3609999999999998",#,"-1.916,4.472","-0.34399999999999986,4.744",#,#,#,0.0,0.13168724279835387,0.6666666666666666,1,79.90514044520987,49914,49245,0.3157894736842105,0.0008113275975894021,38,57
#,#,#,"3.0685000000000007,6.7315000000000005","9.434999999999999,13.09","25.524,56.476","0.6170000000000002,1.429","1.1725,4.2275",#,#,"0.952,5.848","53.7,93.7",#,#,#,"0.7670000000000003,7.233",#,#,#,0.0,0.008894625649883995,0.3888888888888889,1,72.13814965649408,49881,49250,0.42105263157894735,0.000684585327292363,7,18
"-12.14,60.892947098646246","11.378,23.822000000000003","-3.4125000000000005,15.0125","0.7755000000000001,5.8245",#,#,#,#,#,#,"-1.3599999999999997,4.76",#,"-0.9455,1.0043017658781324",#,"-3.7475533996070816,4.9559999999999995","1.1509999999999998,4.649","0.8875,1.5125",#,#,0.0,1.0,1.0,1,82.32000000000001,49710,49251,0.47368421052631576,0.0008358471990842163,6,6
"-12.14,60.892947098646246","11.378,23.822000000000003","-3.4125000000000005,15.0125","0.7755000000000001,5.8245",#,#,#,#,#,#,"-1.3599999999999997,4.76",#,#,#,"-3.7475533996070816,4.9559999999999995",#,"0.8875,1.5125",#,#,0.0,0.2693290743429045,0.7692307692307693,1,69.622757376,49961,49251,0.3684210526315789,0.0007069240372357817,10,13
"66.09,115.44387410932532",#,#,#,"0.9749999999999996,7.625",#,#,#,#,"-0.2015,2.8015",#,#,"1.2220000000000002,3.9779999999999998",#,#,"-3.3219999999999996,4.521999999999999","-0.9777608420906284,1.0125",#,"-0.8020514343893109,1.7355",1.0,0.6318913929089809,0.9122807017543859,1,76.03617028681253,49995,49252,0.3684210526315789,0.0007720434883785564,52,57
"-12.14,44.845",#,#,#,#,#,#,#,"-34.19671495435826,31.83087083200925","-1.04,3.572","-2.425,5.225",#,"-1.4224999999999999,1.4395",#,#,#,#,#,"-1.1095,0.2527498006418929",0.0,1.0,1.0,1,92.72,49962,49257,0.3157894736842105,0.000941444998774156,6,6
#,#,#,#,"-3.4321640923119174,7.645",#,#,#,"-34.19671495435826,31.83087083200925","-1.04,3.755906009075965",#,#,"-1.561,2.3609999999999998",#,#,#,#,#,"-1.1095,0.2527498006418929",0.0,1.0,1.0,1,84.816,49962,49258,0.2631578947368421,0.0008611906710098017,7,7
#,#,"-3.637500000000001,12.037500000000001",#,"-5.844999999999999,7.645",#,"-0.6325,0.6325",#,#,#,"-0.6259999999999999,0.4828598119216707","-21.703164198004583,74.0",#,"-1.1450000000000002,2.1450000000000005","-3.8880000000000003,5.088","-3.045,3.8449999999999998","-0.23750000000000004,0.6375000000000001",#,#,0.0,0.14387251916983998,0.6785714285714286,1,76.22977111936468,49989,49258,0.47368421052631576,0.0007740092404877532,19,28
#,#,"10.525,16.225",#,#,"41.263999999999996,63.736000000000004","-0.8624999999999999,0.8624999999999999","-1.2925,1.8925",#,#,#,#,#,"-1.5550000000000002,2.963",#,#,#,#,#,1.0,0.5549289573066435,0.8888888888888888,1,92.61921095385088,49794,49267,0.2631578947368421,0.0009404216236293296,16,18
"62.25,89.91499999999999",#,#,#,#,#,"-0.405,1.205",#,#,#,"-1.3619999999999999,7.989","47.400000000000006,112.9","0.605,2.195","1.2269999999999999,2.963",#,"0.1100000000000001,5.829637975945035","1.05,2.7375","-0.953,1.153","2.083,5.117",1.0,1.0,1.0,2,89.76,49993,49270,0.5263157894736842,0.0018227804808017309,6,6
"38.085,97.75",#,"-0.45000000000000107,18.25","2.0775,7.522499999999999",#,"40.876,60.404",#,#,#,#,#,#,#,#,"-1.9999999999999996,8.2",#,#,#,#,1.0,0.2935778904262872,0.782608695652174,1,79.25275104413342,49995,49270,0.2631578947368421,0.000829627321213085,216,276
#,#,#,"5.09203477173228,7.522499999999999",#,#,#,#,#,#,#,"42.599999999999994,106.7","0.4655,4.3345",#,#,#,#,#,#,1.0,0.6903615309097401,0.9285714285714286,1,86.29482179224726,49994,49273,0.15789473684210525,0.0008642624220600813,52,56
"-12.14,63.010000000000005",#,#,"-1.5224999999999997,2.585",#,#,#,#,"15.0,31.83087083200925",#,"-2.5700000000000003,4.57","53.599999999999994,74.0",#,"-1.1450000000000002,2.669",#,#,"-0.4625000000000001,1.35",#,"-0.3660000000000003,1.7660000000000002",0.0,0.26364723082896674,0.7659574468085106,1,92.71806217099207,49999,49274,0.42105263157894735,0.0009686321444539418,36,47
"38.085,97.75",#,"-3.7624999999999993,15.7625","2.0775,7.522499999999999",#,"40.876,60.404",#,"-1.551380737486241,1.0075","0.6999999999999993,32.7","0.9904999999999997,6.8870000000000005",#,#,#,#,"-1.9999999999999996,8.2",#,#,#,#,1.0,0.3066820026178275,0.7894736842105263,1,84.40243266281225,49994,49277,0.42105263157894735,0.0008569914593914695,60,76
#,#,"-0.45000000000000107,18.25",#,#,#,#,#,#,#,"-1.3619999999999999,6.60405388870659",#,"0.6317327316333367,3.9779999999999998",#,#,#,#,#,#,1.0,0.17199811150650943,0.7032418952618454,1,74.29890754370335,49995,49277,0.15789473684210525,0.0008028834725849075,282,401
"52.125,71.53555799850108",#,#,"0.8150000000000002,1.5316330627480403",#,#,#,#,#,#,#,"51.400000000000006,100.4",#,"0.44499999999999984,5.744",#,#,#,"-1.2285,1.2285",#,0.0,0.03748187928181567,0.5185185185185185,1,60.85925540435888,49824,49281,0.2631578947368421,0.007995278785395021,28,54
"71.53555799850108,75.48546148249284",#,"-7.625000000000002,8.2","-0.3334999999999999,1.5316330627480403",#,#,#,"0.8300000000000001,5.6919484006662255",#,#,#,#,"-0.41300000000000003,0.9215",#,"-1.036,6.036",#,#,#,#,0.0,1.0,1.0,1,78.0,49830,49281,0.3157894736842105,0.0007919834976745488,1,1
